ID,NAME,CASnumber,COMPTYPE,COMPINDEX,FORMULA,MOLARMASS,LIQDENS,TC,PC,ACSFACT,NORMBOIL,MWAVG,CRITVOL,PVMODEL,Href,CPA,CPB,CPC,CPD,CPE,AntoineVapPresLiqType,ANTOINEA,ANTOINEB,ANTOINEC,ANTOINED,ANTOINEE,DIPOLEMOMENT,VISCFACT,RACKETZ,volcorrSRK_T,LJDIAMETER,LJEPS,SphericalCoreRadius,LIQVISCMODEL,LIQVISC1,LIQVISC2,LIQVISC3,LIQVISC4,GIBBSENERGYOFFORMATION,DIELECTRICPARAMETER1,DIELECTRICPARAMETER2,DIELECTRICPARAMETER3,DIELECTRICPARAMETER4,DIELECTRICPARAMETER5,IONICCHARGE,REFERENCESTATETYPE,HenryCoef1,HenryCoef2,HenryCoef3,HenryCoef4,SCHWARTZENTRUBER1,SCHWARTZENTRUBER2,SCHWARTZENTRUBER3,LIQUIDCONDUCTIVITY1,LIQUIDCONDUCTIVITY2,LIQUIDCONDUCTIVITY3,PARACHOR,HEATOFFUSION,TRIPLEPOINTDENSITY,TRIPLEPOINTPRESSURE,TRIPLEPOINTTEMPERATURE,MELTINGPOINTTEMPERATURE,ENTHALPYOFFORMATION,ABSOLUTEENTROPY,SOLIDDENSITYCOEFS1,SOLIDDENSITYCOEFS2,SOLIDDENSITYCOEFS3,SOLIDDENSITYCOEFS4,SOLIDDENSITYCOEFS5,LIQUIDDENSITYCOEFS1,LIQUIDDENSITYCOEFS2,LIQUIDDENSITYCOEFS3,LIQUIDDENSITYCOEFS4,LIQUIDDENSITYCOEFS5,HEATOFVAPORIZATIONCOEFS1,HEATOFVAPORIZATIONCOEFS2,HEATOFVAPORIZATIONCOEFS3,HEATOFVAPORIZATIONCOEFS4,HEATOFVAPORIZATIONCOEFS5,STDDENS,MC1,MC2,MC3,MC1Solid,MC2Solid,MC3Solid,TwuCoon1,TwuCoon2,TwuCoon3,associationsites,associationscheme,racketZCPA,volcorrCPA_T,associationboundingvolume_SRK,associationenergy,aCPA_SRK,bCPA_SRK,mCPA_SRK,aCPA_PR,bCPA_PR,mCPA_PR,associationboundingvolume_PR,calcActivity,ANTOINESolidA,ANTOINESolidB,ANTOINESolidC,Hsub,criticalViscosity,HydrateA1Small,HydrateB1Small,HydrateA1Large,HydrateB1Large,HydrateA2Small,HydrateB2Small,HydrateA2Large,HydrateB2Large,HydrateFormer,mSAFT,sigmaSAFT,epsikSAFT,associationboundingvolume_PCSAFT,associationenergy_PCSAFT,LJDIAMETERHYDRATE,LJEPSHYDRATE,SphericalCoreRadiusHYDRATE,DeshMatIonicDiameter,waxformer,B2_largeGF,A1_smallGF,B1_smallGF,A1_largeGF,B1_largeGF,A2_smallGF,B2_smallGF,A2_largeGF,CPsolid1,CPsolid2,CPsolid3,CPsolid4,CPsolid5,CPliquid1,CPliquid2,CPliquid3,CPliquid4,CPliquid5,MCPR1,MCPR2,MCPR3,PARACHOR_CPA,lambdaRSAFTVRMie,lambdaASAFTVRMie,mSAFTVRMie,sigmaSAFTVRMie,epsikSAFTVRMie,associationenergy_SAFTVRMie,associationvolume_SAFTVRMie,UMRCPA_MC1,UMRCPA_MC2,UMRCPA_MC3,UMRCPA_MC4,UMRCPA_MC5,UMRCPA_a0,UMRCPA_b,UMRCPA_assocEnergy,UMRCPA_assocVolume,UMRCPA_assocScheme,UMRCPA_associating,UMRCPA_racketZ,UMRCPA_volcorr_T,InChIKey
11,methanol,67-56-1,alcohol,11,CH4O,32.042,0.797,239.49,80.96,0.559,64.55,32.042,99.0,Classic,11133.0,39.192196,-0.058081604,0.000350102,-3.69e-07,1.276199e-10,pow10,5.20277,1580.08,239.5,0.0,0.0,1.7,0.215,0.2,0.0,3.626,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-162000.0,-5.3743,11351.85,0.0,0.0,0.0,0,solvent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279586,-0.0003815916,3.612529e-07,73.069489067,3177.0,1000.0,0.00611,175.5,175.5,-200700.0,239.8,30.585,0.0,0.0,0.0,0.0,2.288,0.2685,512.64,0.2453,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,1.4371,-0.79942,0.3278,0.0,0.0,0.0,0.0,0.0,0.0,2,2B,0.0,0.0,0.0161,24591.0,40531.0,3.0978,0.43102,47052.0,3.3,0.9037,0.0449,1,17.38710706,-7582.40622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,1.5255,3.23,188.9,0.035176,24106.443,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12706.0,958.78,-5.2332,0.013152,0.0,105800.0,-362.23,0.9379,0.0,0.0,1.224003,-0.2735,-0.39823,87.543852818,12.0,6.0,0,0,0,0,0,0.853,-0.47185,0.08502,0.0,0.0,4.63028,0.03201,219.65729,0.02498,2B,1,0.0,0.0,OKKJLVBELUTLKV-UHFFFAOYSA-N
12,MEG,107-21-1,glycol,12,C2H6O2,62.069,1.117,446.85,90.0,0.5347,197.35,62.069,186.0,Classic,32022.6,35.7,0.2484,-0.0001497,3e-08,0.0,exp,13.6299,6022.18,-28.25,0.0,0.0,2.3082,0.215,0.2488,0.0,3.626,481.8,0.0,3,-23.155244944,5694.484212533,0.023081509,0.0,57900.0,-18.46,16744.0,0.0,0.0,0.0,0,solvent,0.0,0.0,0.0,0.0,0.654009012,-3.955117195,3.671191916,0.517338954,-0.000798169,6.4e-08,133.32865,9958.0,904.0,2.42e-06,260.15,260.15,-388000.0,324.0,21.4,0.0,0.0,0.0,0.0,1.3151,0.25125,719.7,0.2187,0.0,82900000.0,0.427,0.0,0.0,0.0,1.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4C,0.288384169,0.000389127,0.0141,19752.0,108190.0,5.14,0.6744,108190.0,5.14,0.6744,0.0514,1,17.090887,-7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,2.4098,2.9616,325.87,0.0206,21860.0,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35540.0,436.78,-0.18486,0.0,0.0,35540.0,436.78,-0.18486,0.0,0.0,0.91003,1.34996,-1.89002,151.817427819,12.0,6.0,0,0,0,0,0,0.70106,0.30741,-0.5459,0.0,0.0,12.78318,0.05047,180.90804,0.01488,4C,1,0.0,0.0,LYCAIKOWRPUZTN-UHFFFAOYSA-N
13,oxygen,7782-44-7,inert,13,O2,31.999,0.0,-118.55,50.46,0.021,-182.95,31.999,73.4,Classic,11103.1,30.17982,-0.014915316,5.4706e-05,-4.89e-08,1.488206e-11,pow10,6.117611,1297.4284,395.5294,0.0,0.0,0.0,0.0,0.0,0.0,3.467,106.7,0.0,3,-4.771,215.0,0.0139,-6.26e-05,0.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228339,-0.0001988663,-6.21403e-06,0.0,6000.0,1000.0,0.0014633,56.36,273.0,0.0,205.1,53.0,-0.00784,0.0,0.0,0.0,5.46,0.305,647.0,0.081,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.01717,2016.2,0.05696,1662.3,0.09799,1045.9,0.002681,2563.9,yes,1.1217,3.2098,114.96,0.0,0.0,3.467,106.7,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,MYMOFIZGZYHOMD-UHFFFAOYSA-N
14,TEG,112-27-6,glycol,14,C6H14O4,150.175,1.127,496.35,33.13,1.2874,278.3,150.175,450.0,Classic,93317.4,86.4,0.6008,-0.0003622,7.2e-08,0.0,exp,6.7568,3715.222,-1.299,0.0,0.0,2.2,0.215,0.242773578,0.0,3.626,481.8,0.0,3,-53.92523,9741.992,0.106066,-7.5802e-05,-474700.0,-20.0,13026.25,0.0,0.0,0.0,0,solvent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394142583,-0.000547836,0.0,358.332712,15900.0,1000.0,0.00611,268.25,268.25,-726500.0,189.0,8.89,-0.00784,0.0,0.0,0.0,0.5966,0.26227,769.5,0.2455,0.0,52100000.0,0.32,-0.212,0.258,0.0,1.127,1.376906087,1.788921526,-4.378737499,0.0,0.0,0.0,0.0,0.0,0.0,4,4C,0.284542458,-0.004423613,0.0188,14337.0,391260.0,13.21,1.1692,391260.0,13.21,1.1692,0.0188,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,6.819,2.9608,295.84,0.0096,18520.0,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153800.0,587.0,0.0,0.0,0.0,153800.0,587.0,0.0,0.0,0.0,1.55075,-0.7778,0.31779,349.636060455,12.0,6.0,0,0,0,0,0,1.1607,0.4552,-0.0095,0.0,0.0,42.5589,0.1317,119.34,0.033,4C,1,0.0,0.0,ZIBGPFATKBEMQZ-UHFFFAOYSA-N
15,DEG,111-46-6,glycol,15,C4H10O3,106.122,1.119,471.45,46.61,1.2011,245.85,106.122,316.0,Classic,62670.0,73.1,0.3462,-0.0001468,1.8e-08,0.0,exp,10.4124,4122.52,-122.5,0.0,0.0,2.2,0.215,0.2489,0.0,3.626,481.8,0.0,4,1385.09,495.54,0.0,0.0,-402900.0,-26.43,17368.33,0.0,0.0,0.0,0,solvent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411,-0.00054,0.0,0.0,6000.0,1000.0,0.00611,273.0,273.0,-571200.0,189.0,12.6,-0.00784,0.0,0.0,0.0,0.83692,0.26112,744.6,0.2422,0.0,52100000.0,0.32,-0.212,0.258,0.0,1.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4C,0.0,0.0,0.0064,19684.0,264080.0,9.21,0.7991,264080.0,9.21,0.7991,0.0064,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,4.614,2.9606,305.88,0.0115,19680.0,3.626,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177000.0,0.0,0.0,0.0,0.0,125410.0,400.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0,0,0,0,0,0.6437,0.31361,-0.08265,0.0,0.0,28.8847,0.09232,200.65912,0.0073,4C,1,0.0,0.0,MTHSVFCYNBDYFN-UHFFFAOYSA-N
16,nitrogen,7727-37-9,inert,16,N2,28.0135,0.80796486,-147.05,33.944,0.0403,-195.75,28.014,89.8,Classic,8330.8,29.3824747474747,-0.0030260473322971,5.771148989898619e-06,4.686124061124461e-09,-4.086538461538615e-12,pow10,3.423928,311.0949,287.2459,0.0,0.0,0.0,0.0,0.0,0.0,3.132506748,126.578386713,0.359188902,2,-7.811,3140.0,0.0,0.0,0.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0,solute,0.0,0.0,0.0,0.0,0.055118857,-2.346353896,1.5681216,0.149876,0.001257026,-1.6766e-05,41.0,720.0,870.0,0.12508,63.15,63.3,0.0,191.6,37.87,-0.060272,0.0,0.0,0.0,3.21,0.286,126.0,0.297,0.0,7490000.0,0.404,-0.317,0.273,0.0,0.1,0.574258329,-0.322594876,0.590654497,0.0,0.0,0.0,0.112629607,0.902199715,2.874960678,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.601899073,1,1.0,-21.24548045,0.0,0.0,1.7417e-05,0.0528,932.3,0.03415,2240.0,0.007507,2004.0,0.09477,1596.0,yes,1.2053,3.313,90.96,0.0,0.0,3.132506748,126.578386713,0.359188902,1.0,0,1150.0,0.011645,2159.0,0.4001,1037.18,0.00718,2090.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436354704,0.0,0.0,41.0,13,6,1.4214,3.184,72.438,0,0,0.4353,-0.0122,0.0743,0.0692,0.0167,0,0,0,0,0,0,0.0,0.0,IJGRMHOSHXDMSA-UHFFFAOYSA-N
17,n-butane,106-97-8,HC,17,C4H10,58.123,0.0,151.97,37.96,0.2002,-0.45,58.124,255.0,Classic,29278.1,46.117758,0.046026304,0.000669858,-8.78e-07,3.4370076e-10,pow10,6.126998,2156.0716,352.5590,0.0,0.0,0.0,0.0,0.0,0.0,2.9125,209.0,0.9379,2,-7.811,3140.0,0.0,0.0,-17150.0,-19.2905,29814.5,-0.019678,0.013189,0.031144,0,solute,0.0,0.0,0.0,0.0,-0.018486492,-4.921574519,4.858186966,0.24688,-0.0004719916,-6.249512e-08,191.7,6000.0,1000.0,6.762e-06,134.86,138.15,-126150.0,310.2,15.194,-0.006886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.1,0.808063555,-0.212724945,0.362961475,0.0,0.0,0.0,0.331800583,0.854692733,1.865828858,0,0,0.0,0.0,0.0,0.0,131427.4,7.2081,0.70771,0.0,0.0,0.0,5.76447,1,1.0,-13.4385,0.0,35900.0,2.5768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001262,4580.0,yes,2.3316,3.7086,222.86,0.0,0.0,2.9125,209.0,0.9379,1.0,0,2691.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67123,-0.03803,0.21886,191.7,13.457,6,1.8514,4.0887,273.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,IJDNQMDRQITEOD-UHFFFAOYSA-N
18,HCO3-,71-52-3,ion,18,HCO3,61.0,0.797,444.15,290.89,0.344,64.55,61.0,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,3.12,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-586770.0,0.0,0.0,0.0,0.0,0.0,-1,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-691990.0,91.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.12,481.8,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,BVKZGUZCCUSVTD-UHFFFAOYSA-M
19,Li+,17341-24-1,ion,19,Li,6.941,0.797,444.15,290.89,0.344,64.55,6.941,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,4.76,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-293310.0,0.0,0.0,0.0,0.0,0.0,1,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-278490.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,4.76,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,HBBGRARXTFLTSG-UHFFFAOYSA-N
20,K+,24203-36-9,ion,20,K,39.1,0.797,444.15,290.89,0.344,64.55,39.1,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,2.5,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-283270.0,0.0,0.0,0.0,0.0,0.0,1,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-252380.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,2.5,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,NPYPAHLBTDXSSS-UHFFFAOYSA-N
21,Ca++,14127-61-8,ion,21,Ca2,40.08,0.797,444.15,290.89,0.344,64.55,40.08,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,6.2,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-553580.0,0.0,0.0,0.0,0.0,0.0,2,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,52.8786226,6000.0,1000.0,0.00611,273.0,273.0,-542830.0,-53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,6.2,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,BHPQYMZQTOCNFJ-UHFFFAOYSA-N
22,I-,20461-54-5,ion,22,I,126.9,0.797,444.15,290.89,0.344,64.55,126.9,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,4.32,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-51570.0,0.0,0.0,0.0,0.0,0.0,-1,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-55190.0,111.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,4.32,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,XMBWDFGMSWQBCA-UHFFFAOYSA-M
23,Sr++,22537-39-9,ion,23,Sr,87.62,0.797,444.15,290.89,0.344,64.55,32.042,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,6.2,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-559480.0,0.0,0.0,0.0,0.0,0.0,2,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-545800.0,-32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,6.2,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,PWYYWQHXAPXYMF-UHFFFAOYSA-N
24,Ba++,22541-12-4,ion,24,Ba,137.3,0.797,444.15,290.89,0.344,64.55,137.3,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,5.8,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-560770.0,0.0,0.0,0.0,0.0,0.0,2,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-537640.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,5.8,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,XDFCIPNJCBUZJN-UHFFFAOYSA-N
25,OH-,14280-30-9,ion,25,OH,17.001,0.797,444.15,290.89,0.344,64.55,17.001,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,3.52,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-157244.0,0.0,0.0,0.0,0.0,0.0,-1,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-229994.0,-10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.52,481.8,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,XLYOFNOQVPJJNP-UHFFFAOYSA-M
26,CO3--,3812-32-6,ion,26,CO3minus2,59.982,0.797,444.15,290.89,0.344,64.55,59.982,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,3.7,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-527810.0,0.0,0.0,0.0,0.0,0.0,-2,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-677140.0,-56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,3.7,481.8,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,BVKZGUZCCUSVTD-UHFFFAOYSA-L
27,NH4+,14798-03-9,ion,27,NH4,18.01,0.797,444.15,290.89,0.344,64.55,18.01,99.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.7,0.215,0.0,0.0,2.5,481.8,0.0,3,-39.35,4826.0,0.1091,-0.000113,-79310.0,0.0,0.0,0.0,0.0,0.0,1,solute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.384,0.00525,-6.37e-06,207.0,6000.0,1000.0,0.00611,273.0,273.0,-132510.0,113.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52100000.0,0.32,-0.212,0.258,0.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,2.5,481.8,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,QGZKDVFQNNGYKY-UHFFFAOYSA-O
